herb,candidate,cook_count,cook_rank_inv,cook_pmi,fg_cosine,fdb_rank_inv,qi_diff,qi_B,wei_jac,gui_jac,mask_cook,mask_flavor,mask_qi,mask_wei,mask_gui,mask_prop,miss_qi,miss_wei,miss_gui,label_claude,label_llama,label_gpt
대추,대추야자,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,파파야,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.25,0,0,1,1,1,1,0,0,0,0,0,0
대추,무화과,0.0,0.0,0.0,0.332258,0.0,2.0,-1.0,1.0,0.2,0,1,1,1,1,1,0,0,0,0,0,0
대추,포도,0.0,0.0,0.0,0.185591,0.0,1.0,0.0,0.5,0.2,0,1,1,1,1,1,0,0,0,0,0,0
대추,파마산치즈,0.0,0.0,0.0,0.065322,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
대추,피칸,0.0,0.0,0.0,0.142784,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,1,0,0,0
대추,호박,0.0,0.0,0.0,0.134792,0.0,1.0,0.0,1.0,0.5,1,1,1,1,1,1,0,0,0,0,0,0
대추,페타치즈,0.0,0.0,0.0,0.020703,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
대추,수박,0.0,0.0,0.0,0.096837,0.0,3.0,-2.0,1.0,0.5,0,1,1,1,1,1,0,0,0,0,0,0
대추,베이컨,0.693147,0.018182,0.583146,0.143854,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
대추,콜리플라워,1.386294,0.035714,1.81529,0.096425,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
대추,감초,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.75,0,0,1,1,1,1,0,0,0,0,0,1
대추,피스타치오,0.0,0.0,0.0,0.196182,0.0,0.0,1.0,0.0,0.25,0,1,1,1,1,1,0,0,0,0,0,0
대추,찹쌀,0.0,0.0,0.0,0.147848,0.0,0.0,1.0,1.0,0.5,1,1,1,1,1,1,0,0,0,0,0,1
대추,계란노른자,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,오렌지주스,1.098612,0.027778,0.360003,0.095571,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
대추,피망,0.0,0.0,0.0,0.124501,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
대추,체리모야,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,레드커런트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,엘더베리,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,보리,0.0,0.0,0.0,0.129934,0.5,2.0,-1.0,1.0,0.25,1,1,1,1,1,1,0,0,0,0,0,0
대추,빵,0.0,0.0,0.0,0.148643,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
대추,러비지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,패션프루트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,메밀,0.0,0.0,0.0,0.0,0.0,3.0,-2.0,0.5,0.5,0,0,1,1,1,1,0,0,0,0,0,0
대추,아주완씨앗,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,자몽,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,크랜베리,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,용안육,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.666667,0,0,1,1,1,1,0,0,0,1,0,1
대추,홍차,0.0,0.0,0.0,0.057086,0.0,3.0,-2.0,0.5,0.0,1,1,1,1,0,1,0,0,1,1,0,0
대추,인삼,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0,0,1,1,1,1,0,0,0,1,0,1
대추,연자육,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0,0,1,1,1,1,0,0,0,1,0,1
대추,주니퍼베리,0.0,0.0,0.0,0.0,0.0,3.0,-2.0,0.0,0.0,0,0,1,1,1,1,0,0,0,0,0,0
대추,루바브,0.0,0.0,0.0,0.0,0.0,3.0,-2.0,0.0,0.5,0,0,1,1,1,1,0,0,0,0,0,0
대추,흰강낭콩,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,레드와인,1.098612,0.02381,0.95784,0.078773,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
대추,프로슈토,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,베리,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,오리고기,0.0,0.0,0.0,0.136856,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,1,0,0,0
대추,병아리콩,0.0,0.0,0.0,0.166049,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,1,0,0,0
대추,완두콩,0.0,0.0,0.0,0.106127,0.0,1.0,0.0,1.0,0.666667,0,1,1,1,1,1,0,0,0,0,0,0
대추,복숭아,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0,0,1,1,1,1,0,0,0,0,0,0
대추,호로파,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,1,1,1,0,0,0,0,0,0
대추,겨자씨,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.25,0,0,1,1,1,1,0,0,0,0,0,0
대추,국화,0.0,0.0,0.0,0.0,0.0,3.0,-2.0,0.333333,0.0,0,0,1,1,1,1,0,0,0,0,0,1
대추,청경채,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,1,0
대추,오향분,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,1,0
대추,카이란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,1,0
대추,파스닙,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,생선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,아스파라거스,0.0,0.0,0.0,0.101572,0.0,3.0,-2.0,1.0,0.25,0,1,1,1,1,1,0,0,0,0,0,0
대추,케이퍼,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,굴소스,0.0,0.0,0.0,0.098487,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
대추,바닐라빈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,석류,0.0,0.0,0.0,0.208432,0.0,0.0,1.0,0.0,0.25,1,1,1,1,1,1,0,0,0,0,0,0
대추,커런트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,젤라틴,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,lindisfarne mead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,1,0,0,0
대추,체리,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,비트,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,1.0,0.0,0,0,1,1,0,1,0,0,1,0,0,0
대추,토마토페이스트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,양배추,0.0,0.0,0.0,0.093153,0.0,2.0,-1.0,0.5,0.0,1,1,1,1,1,1,0,0,0,0,0,0
대추,토란,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,1,0,1,0,0,1,0,0,0
대추,전분,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,우엉,0.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.5,0.25,0,0,1,1,1,1,0,0,0,0,0,0
대추,파프리카,0.0,0.0,0.0,0.099973,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
대추,이스트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,호밀가루,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,vodka,0.0,0.0,0.0,0.087277,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
대추,orange juice concentrate,0.0,0.0,0.0,0.141771,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
대추,계란흰자,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,바닐라익스트랙,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,tang orange crystal,0.0,0.0,0.0,0.088434,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
대추,플레인요거트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,strawberry,0.0,0.0,0.0,0.09364,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
대추,빨간파프리카,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,채소육수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,couscous,0.0,0.0,0.0,0.20043,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
대추,lamb,0.0,0.0,0.0,0.140327,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
대추,saffron,0.0,0.0,0.0,0.168641,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
대추,켈프,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,페이조아,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,두리안,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,빌베리,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,자두,0.0,0.0,0.0,0.105115,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,1,0,0,0
대추,멜론,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,카놀라유,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,레몬밤,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,사워체리,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,블루베리,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,링곤베리,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,쓴체리,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,카시아,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,키위,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,체더치즈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,블루치즈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,맥주,0.0,0.0,0.0,0.081295,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
대추,코냑브랜디,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,스위스치즈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,셰리,0.693147,0.014286,1.276293,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,1,1,0,0,0
대추,럼,0.0,0.0,0.0,0.134965,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
대추,대두,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,대추차블렌드,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,1,0,0
대추,황기,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0,0,1,1,1,1,0,0,0,1,0,0
대추,진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,캐러웨이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,베르가못,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,캐모마일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,엘더플라워,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,시트러스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,백합근,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,녹두,0.0,0.0,0.0,0.171257,0.0,3.0,-2.0,1.0,0.666667,0,1,1,1,1,1,0,0,0,0,0,0
대추,아니스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,칠리플레이크,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,염소치즈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,소시지,0.0,0.0,0.0,0.076835,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
대추,소고기육수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,옥수수전분,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,청주,0.0,0.0,0.0,0.022071,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
대추,다크럼,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,칠리파우더,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,마시멜로,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,캐슈넛,0.0,0.0,0.0,0.22382,0.0,1.0,0.0,1.0,0.0,0,1,1,1,1,1,0,0,0,0,0,0
대추,커리잎,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,얼음설탕,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,진피,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0,0,1,1,1,1,0,0,0,0,1,0
대추,팥앙금,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,1,0
대추,피시소스,0.0,0.0,0.0,0.11631,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
대추,갈랑갈,0.0,0.0,0.0,0.132277,0.0,1.0,2.0,0.0,0.666667,1,1,1,1,1,1,0,0,0,0,0,0
대추,관자,0.0,0.0,0.0,0.115637,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,1,0,0,0
대추,선드라이토마토,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,루꼴라,0.0,0.0,0.0,0.189938,0.0,3.0,-2.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0,0,0
대추,모차렐라치즈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,방울토마토,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,부라타치즈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,안초비,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,피칸프랄린,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,장미잼,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,코코넛오일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,아몬드추출액,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,카라멜소스,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,초콜릿칩,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,오트밀,0.0,0.0,0.0,0.23404,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
대추,카라멜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,당밀,0.0,0.0,0.0,0.131114,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
대추,장미꽃잎,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,카레가루,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,파프리카가루,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,머스터드,0.0,0.0,0.0,0.113256,0.0,1.0,2.0,0.0,0.25,1,1,1,1,1,1,0,0,0,0,0,0
대추,차이브,0.0,0.0,0.0,0.132308,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,1,0,0,0
대추,가람마살라,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,해선장,0.0,0.0,0.0,0.1351,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,1,0,0,0
대추,홍피망,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,라즈베리,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0,0,1,1,1,1,0,0,0,0,0,0
대추,콩,0.0,0.0,0.0,0.062253,0.0,1.0,0.0,1.0,0.5,0,1,1,1,1,1,0,0,0,0,0,0
대추,밤,0.0,0.0,0.0,0.192447,0.0,1.0,0.0,0.25,0.285714,0,1,1,1,1,1,0,0,0,0,0,0
대추,곤약,0.0,0.0,0.0,0.0,0.0,3.0,-2.0,0.0,0.0,1,0,1,1,0,1,0,0,1,0,0,0
대추,다시마,0.0,0.0,0.0,0.132265,0.0,3.0,-2.0,0.0,0.0,1,1,1,1,1,1,0,0,0,0,0,0
대추,해산물,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
대추,스타프루트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0
마,생강,1.94591,0.1,0.562527,0.0941,0.0,1.0,1.0,0.0,0.5,1,1,1,1,1,1,0,0,0,1,1,1
마,레몬,1.609438,0.055556,0.0,0.096125,0.0,1.0,-1.0,0.5,0.25,1,1,1,1,1,1,0,0,0,0,1,0
마,마늘,2.197225,0.25,1.215669,0.113797,0.0,1.0,1.0,0.0,0.4,1,1,1,1,1,1,0,0,0,1,1,1
마,시나몬,2.302585,0.333333,0.477786,0.151331,0.0,2.0,2.0,0.5,0.4,1,1,1,1,1,1,0,0,0,1,0,1
마,당근,0.0,0.0,0.0,0.104414,0.0,0.0,0.0,0.5,0.5,0,1,1,1,1,1,0,0,0,0,0,1
마,꿀,0.693147,0.013699,0.0,0.061088,0.0,0.0,0.0,1.0,0.5,1,1,1,1,1,1,0,0,0,1,0,1
마,설탕,1.609438,0.0625,0.0,0.105678,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,1,1,0
마,닭고기,0.0,0.0,0.0,0.054543,0.0,1.0,1.0,1.0,0.25,1,1,1,1,1,1,0,0,0,0,0,1
마,오렌지,0.0,0.0,0.0,0.081099,0.0,0.0,0.0,0.5,0.25,1,1,1,1,1,1,0,0,0,1,0,0
마,고수,1.386294,0.045455,0.625706,0.112383,0.0,1.0,1.0,0.0,0.25,1,1,1,1,1,1,0,0,0,0,1,0
마,사과,0.0,0.0,0.0,0.127062,0.142857,1.0,-1.0,0.5,0.0,0,1,1,1,0,1,0,0,1,0,0,1
마,양파,2.833213,1.0,0.698978,0.081022,0.0,1.0,1.0,0.5,0.0,1,1,1,1,1,1,0,0,0,0,1,0
마,넛맥,1.098612,0.027027,0.0,0.123488,0.0,1.0,1.0,0.0,0.2,1,1,1,1,1,1,0,0,0,1,0,1
마,후추,0.0,0.0,0.0,0.114672,0.0,2.0,2.0,0.0,0.0,0,1,1,1,1,1,0,0,0,1,0,0
마,정향,0.0,0.0,0.0,0.148813,0.0,1.0,1.0,0.0,0.5,0,1,1,1,1,1,0,0,0,0,0,0
마,간장,0.693147,0.009901,0.0,0.180552,0.0,1.0,1.0,1.0,0.25,1,1,1,1,1,1,0,0,0,0,1,1
마,바질,1.386294,0.052632,0.988611,0.114141,0.0,1.0,1.0,0.5,0.4,1,1,1,1,1,1,0,0,0,0,0,0
마,카다멈,0.693147,0.009524,0.716678,0.119344,0.0,1.0,1.0,0.0,0.5,1,1,1,1,1,1,0,0,0,0,0,0
마,버터,1.94591,0.125,0.0,-0.034157,0.0,2.0,-2.0,1.0,0.0,1,1,1,1,0,1,0,0,1,1,0,1
마,로즈마리,0.693147,0.014706,0.465363,0.102958,0.0,1.0,1.0,0.0,0.0,1,1,1,1,0,1,0,0,1,1,1,0
마,고추,0.0,0.0,0.0,0.206071,0.0,2.0,2.0,0.0,0.25,1,1,1,1,1,1,0,0,0,0,1,1
마,바닐라,0.693147,0.018519,0.0,0.08435,0.0,1.0,-1.0,0.0,0.0,1,1,1,1,1,1,0,0,0,1,0,0
마,올리브오일,2.302585,0.5,0.908569,0.14551,0.0,0.0,0.0,0.333333,0.25,1,1,1,1,1,1,0,0,0,0,1,0
마,셀러리,1.098612,0.03125,0.177681,0.073841,0.0,1.0,-1.0,0.5,0.0,1,1,1,1,0,1,0,0,1,0,0,0
마,대파,0.0,0.0,0.0,0.088296,0.0,1.0,1.0,0.0,0.25,0,1,1,1,1,1,0,0,0,0,0,1
마,코코넛밀크,1.098612,0.022222,0.870828,0.173126,0.0,1.0,-1.0,1.0,0.0,1,1,1,1,0,1,0,0,1,1,1,1
마,민트,0.0,0.0,0.0,0.14311,0.0,1.0,-1.0,0.0,0.25,1,1,1,1,1,1,0,0,0,0,0,0
마,팔각,0.0,0.0,0.0,0.225257,0.0,1.0,1.0,0.5,0.4,1,1,1,1,1,1,0,0,0,0,0,0
마,토마토,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.5,0.2,0,0,1,1,1,1,0,0,0,0,0,0
마,돼지고기,0.0,0.0,0.0,0.18187,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,1
마,호두,0.0,0.0,0.0,0.118863,0.0,1.0,1.0,1.0,0.5,0,1,1,1,1,1,0,0,0,1,0,0
마,월계수,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,1,1,0,1,0,0,1,0,0,0
마,배,0.693147,0.010204,0.870828,0.137763,0.0,1.0,-1.0,0.5,0.25,1,1,1,1,1,1,0,0,0,0,0,0
마,딜,0.0,0.0,0.0,0.114304,0.0,1.0,1.0,0.0,0.0,1,1,1,1,0,1,0,0,1,0,0,0
마,타임,1.098612,0.028571,0.465363,0.135545,0.0,1.0,1.0,0.0,0.0,1,1,1,1,0,1,0,0,1,1,1,0
마,커민,2.197225,0.2,1.79759,0.102006,0.0,1.0,1.0,0.0,0.0,1,1,1,1,0,1,0,0,1,0,1,0
마,라임,1.098612,0.021277,1.05315,0.093004,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,1,0,0
마,밀가루,1.94591,0.142857,0.562527,0.119618,0.0,1.0,-1.0,1.0,0.5,1,1,1,1,1,1,0,0,0,0,0,0
마,아몬드,0.0,0.0,0.0,0.12988,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,1,1,0,0,0
마,참기름,0.0,0.0,0.0,0.107029,0.0,0.0,0.0,0.5,0.0,1,1,1,1,0,1,0,0,1,0,0,1
마,파슬리,1.098612,0.037037,0.136859,0.043859,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,1,1,0,0,0
